timestep,buyer,seller,price,quantity
407,MomBot1,MomBot1,63250.130000,1
407,BotB,MomBot2,63250.130000,1
408,BotC,MomBot2,63561.350000,1
408,BotB,BotC,63565.350000,1
409,BotC,MomBot2,63358.460000,1
409,MomBot1,BotB,63362.460000,1
410,MomBot2,MomBot1,63118.160000,1
410,BotA,MomBot2,63118.160000,1
410,BotA,BotB,63122.160000,1
411,MomBot1,MomBot1,63500.290000,1
411,BotC,MomBot2,63500.290000,1
411,BotB,BotA,63504.290000,1
411,BotB,BotB,63504.290000,1
411,BotC,BotC,63504.290000,1
412,MomBot1,MomBot1,63385.140000,1
413,MomBot2,MomBot2,63197.790000,1
414,MomBot1,MomBot1,63160.560000,1
414,MomBot2,MomBot2,63160.560000,1
415,BotB,MomBot1,62867.940000,1
415,BotC,MomBot2,62867.940000,1
415,BotA,BotC,62871.940000,1
416,BotC,MomBot1,62824.910000,1
416,MomBot1,MomBot2,62824.910000,1
416,MomBot1,BotB,62828.910000,1
417,BotA,MomBot1,62703.430000,1
417,MomBot1,MomBot2,62703.430000,1
418,MomBot2,MomBot1,62723.850000,1
418,BotA,MomBot2,62723.850000,1
419,BotC,MomBot1,62919.050000,1
419,MomBot1,MomBot2,62919.050000,1
419,BotB,BotC,62923.050000,1
420,BotC,MomBot2,62945.360000,1
420,MomBot1,BotA,62949.360000,1
421,MomBot1,MomBot2,62797.250000,1
421,BotC,BotA,62801.250000,1
422,BotA,MomBot2,62973.150000,1
423,BotB,BotA,63058.250000,1
425,BotC,BotB,63105.120000,1
427,MomBot1,BotB,63221.060000,1
429,MomBot2,MomBot1,62789.040000,1
429,MomBot2,BotB,62793.040000,1
430,BotA,MomBot1,62875.350000,1
431,BotA,MomBot1,62802.040000,1
431,MomBot1,MomBot2,62802.040000,1
432,MomBot2,MomBot1,62600.650000,1
432,BotA,MomBot2,62600.650000,1
432,BotB,BotA,62604.650000,1
433,BotB,MomBot1,62821.980000,1
433,MomBot1,MomBot2,62821.980000,1
434,BotB,MomBot2,62959.780000,1
434,BotB,BotB,62963.780000,1
435,MomBot1,MomBot2,63140.110000,1
435,MomBot2,BotA,63144.110000,1
435,BotA,BotB,63144.110000,1
435,MomBot1,BotC,63144.110000,1
436,MomBot1,BotA,63265.140000,1
438,RSIBot1,BotB,63508.970000,1
438,BotC,BotC,63508.970000,1
441,BotA,BotA,63726.010000,1
441,MomBot1,BotC,63726.010000,1
443,BotA,MomBot1,63511.370000,1
444,BotC,MomBot1,63663.870000,1
445,BotB,RSIBot1,63766.520000,1
445,BotB,BotA,63770.520000,1
446,MomBot1,RSIBot1,63818.700000,1
446,MomBot1,BotA,63822.700000,1
447,BotC,RSIBot1,63976.720000,1
447,MomBot1,BotA,63980.720000,1
447,MomBot2,BotB,63980.720000,1
448,BotA,RSIBot1,63869.490000,1
448,BotB,BotA,63873.490000,1
449,BotC,RSIBot1,64197.070000,1
449,BotB,BotA,64201.070000,1
449,RSIBot1,BotC,64201.070000,1
450,BotA,RSIBot1,64293.960000,1
450,BotC,BotB,64297.960000,1
452,RSIBot1,BotC,64028.900000,1
453,BotA,MomBot1,64090.330000,1
453,BotB,BotA,64094.330000,1
453,BotC,BotC,64094.330000,1
454,BotC,MomBot1,63920.580000,1
455,MomBot1,MomBot1,63885.920000,1
455,BotA,MomBot2,63885.920000,1
455,BotA,BotB,63889.920000,1
456,MomBot2,MomBot1,63936.950000,1
456,MomBot2,MomBot2,63936.950000,1
456,BotC,BotB,63940.950000,1
457,BotA,MomBot1,63956.190000,1
457,BotB,MomBot2,63956.190000,1
457,MomBot2,BotC,63960.190000,1
458,BotA,MomBot1,63795.680000,1
458,BotB,MomBot2,63795.680000,1
458,MomBot1,BotB,63799.680000,1
458,BotB,BotC,63799.680000,1
459,BotA,MomBot1,63936.930000,1
459,BotB,MomBot2,63936.930000,1
459,BotC,BotC,63940.930000,1
460,MomBot1,MomBot1,63846.720000,1
460,MomBot2,MomBot2,63846.720000,1
461,BotA,MomBot1,63763.690000,1
461,BotC,MomBot2,63763.690000,1
461,BotB,BotB,63767.690000,1
463,MomBot1,MomBot2,64238.260000,1
463,MomBot2,BotC,64242.260000,1
464,MomBot1,BotB,64423.600000,1
464,MomBot2,BotC,64423.600000,1
468,MomBot2,MomBot1,64468.880000,1
469,BotA,MomBot1,64293.190000,1
470,BotC,MomBot1,64358.160000,1
471,MomBot1,MomBot1,64276.130000,1
471,MomBot2,MomBot2,64276.130000,1
472,MomBot2,MomBot1,64301.070000,1
472,BotA,MomBot2,64301.070000,1
472,BotC,BotA,64305.070000,1
472,BotA,BotB,64305.070000,1
473,MomBot2,MomBot1,64340.600000,1
473,BotA,MomBot2,64340.600000,1
475,MomBot1,MomBot2,64412.130000,1
476,MomBot1,MomBot2,64441.820000,1
476,MomBot2,BotA,64445.820000,1
476,BotA,MomBot1,64565.090000,1
478,MomBot1,BotB,64500.690000,1
478,MomBot2,BotB,64650.650000,1
483,MomBot2,MomBot1,64661.760000,1
484,BotB,MomBot1,64345.840000,1
484,MomBot1,BotC,64349.840000,1
485,MomBot2,MomBot1,64442.170000,1
485,BotA,MomBot2,64442.170000,1
485,BotB,BotA,64446.170000,1
485,MomBot1,BotC,64446.170000,1
486,MomBot2,MomBot1,64447.350000,1
486,BotA,MomBot2,64447.350000,1
487,MomBot1,MomBot1,64181.540000,1
487,MomBot2,MomBot2,64181.540000,1
488,BotB,MomBot1,64174.360000,1
488,MomBot2,MomBot2,64174.360000,1
489,MomBot1,MomBot1,64175.050000,1
489,MomBot2,MomBot2,64175.050000,1
490,BotC,MomBot1,64172.640000,1
490,BotB,MomBot2,64172.640000,1
490,MomBot1,BotC,64176.640000,1
491,BotC,MomBot2,64217.250000,1
491,BotC,BotA,64221.250000,1
491,MomBot1,BotB,64221.250000,1
491,MomBot2,BotC,64221.250000,1
492,MomBot2,MomBot1,63841.760000,1
492,BotC,MomBot2,63841.760000,1
492,BotB,BotA,63845.760000,1
493,MomBot2,MomBot1,63645.060000,1
493,BotA,MomBot2,63645.060000,1
493,BotA,BotC,63649.060000,1
494,MomBot1,MomBot1,63166.580000,1
494,BotB,MomBot2,63166.580000,1
494,BotC,BotB,63170.580000,1
495,MomBot1,MomBot1,63031.080000,1
495,MomBot1,MomBot2,63031.080000,1
496,BotB,MomBot1,63174.480000,1
496,MomBot1,MomBot2,63174.480000,1
496,MomBot2,BotC,63178.480000,1
497,BotB,MomBot1,63189.830000,1
497,BotC,MomBot2,63189.830000,1
497,BotB,BotA,63193.830000,1
498,BotA,MomBot2,63105.590000,1
498,BotA,BotA,63109.590000,1
499,BotC,MomBot2,63315.520000,1
499,MomBot1,BotC,63319.520000,1
500,MomBot2,MomBot2,63657.970000,1
500,BotC,BotA,63661.970000,1
500,BotA,BotB,63661.970000,1
