timestep,buyer,seller,price,quantity
203,BotB,MomBot1,2442.650000,1
203,BotC,MomBot2,2442.650000,1
204,MomBot2,MomBot1,2441.120000,1
204,RSIBot1,MomBot2,2441.120000,1
204,BotA,BotB,2445.120000,1
205,BotC,MomBot1,2442.460000,1
205,RSIBot1,MomBot2,2442.460000,1
206,MomBot1,MomBot1,2441.750000,1
206,MomBot2,MomBot2,2441.750000,1
207,RSIBot1,MomBot2,2443.300000,1
208,BotA,MomBot2,2444.100000,1
214,BotC,MomBot1,2444.390000,1
215,MomBot1,MomBot1,2444.390000,1
216,RSIBot1,MomBot1,2442.520000,1
216,BotA,MomBot2,2442.520000,1
217,BotC,MomBot1,2440.860000,1
217,MomBot1,MomBot2,2440.860000,1
218,MomBot2,MomBot1,2442.400000,1
218,BotA,MomBot2,2442.400000,1
219,BotC,MomBot1,2442.860000,1
219,BotA,MomBot2,2442.860000,1
220,BotA,MomBot2,2443.200000,1
221,BotC,MomBot2,2443.990000,1
224,BotB,MomBot1,2441.200000,1
225,MomBot1,MomBot1,2441.970000,1
226,MomBot2,MomBot1,2443.590000,1
227,MomBot1,MomBot1,2443.090000,1
227,BotA,MomBot2,2443.090000,1
235,MomBot1,MomBot1,2442.910000,1
236,MomBot2,MomBot1,2442.740000,1
236,MomBot1,MomBot2,2442.740000,1
239,MomBot1,MomBot1,2443.720000,1
240,MomBot1,MomBot2,2443.720000,1
240,MomBot2,MomBot2,2444.190000,1
246,MomBot1,MomBot1,2442.750000,1
246,MomBot2,MomBot2,2442.750000,1
247,MomBot1,MomBot1,2443.670000,1
249,MomBot2,MomBot2,2443.150000,1
251,MomBot1,MomBot2,2443.670000,1
252,MomBot1,MomBot1,2444.160000,1
252,MomBot2,MomBot2,2444.230000,1
253,MomBot1,MomBot1,2444.430000,1
253,MomBot2,MomBot2,2444.830000,1
254,MomBot1,BotA,2444.860000,1
254,MomBot2,MomBot2,2445.100000,1
255,MomBot1,MomBot1,2445.140000,1
255,MomBot2,BotA,2445.200000,1
255,BotA,MomBot1,2445.220000,1
255,BotB,MomBot2,2445.220000,1
256,MomBot1,BotB,2445.750000,1
256,MomBot2,BotC,2445.750000,1
256,BotB,BotC,2445.970000,1
257,MomBot1,MomBot2,2446.250000,1
257,MomBot2,MomBot2,2446.440000,1
258,MomBot2,BotC,2446.750000,1
258,BotC,BotB,2446.910000,1
259,MomBot2,BotA,2447.150000,1
260,MomBot2,BotB,2447.150000,1
261,MomBot1,BotA,2447.300000,1
261,MomBot2,BotC,2447.300000,1
271,MomBot1,BotA,2447.670000,1
273,MomBot1,BotB,2447.720000,1
275,MomBot2,MomBot1,2447.860000,1
276,MomBot2,MomBot2,2447.860000,1
279,MomBot1,BotB,2448.100000,1
279,MomBot2,MomBot1,2448.200000,1
280,MomBot1,MomBot2,2448.200000,1
280,MomBot2,BotC,2448.230000,1
281,MomBot1,BotB,2448.240000,1
281,MomBot2,MomBot1,2448.300000,1
282,MomBot1,MomBot2,2448.300000,1
282,MomBot2,BotB,2448.430000,1
283,MomBot2,BotB,2448.760000,1
284,MomBot2,BotA,2448.880000,1
285,MomBot1,BotA,2449.000000,1
285,MomBot2,MomBot1,2449.080000,1
286,MomBot1,MomBot2,2449.080000,1
286,MomBot2,BotC,2449.090000,1
287,MomBot1,BotA,2449.220000,1
287,MomBot2,MomBot1,2449.220000,1
288,MomBot1,MomBot2,2449.220000,1
288,MomBot2,MomBot2,2449.390000,1
289,MomBot2,BotB,2449.420000,1
290,MomBot2,MomBot2,2449.450000,1
291,MomBot2,MomBot1,2449.560000,1
302,BotA,MomBot1,2445.300000,1
302,RSIBot1,MomBot2,2445.300000,1
303,MomBot2,MomBot1,2440.390000,1
303,MomBot1,MomBot2,2440.390000,1
303,MomBot1,BotC,2444.390000,1
304,BotC,MomBot1,2442.270000,1
304,RSIBot1,MomBot2,2442.270000,1
305,BotA,MomBot1,2441.750000,1
305,BotB,MomBot2,2441.750000,1
306,BotC,MomBot2,2444.240000,1
307,MomBot1,MomBot2,2439.360000,1
308,MomBot2,MomBot1,2438.820000,1
308,BotA,MomBot2,2438.820000,1
308,BotB,BotA,2442.820000,1
309,BotC,MomBot1,2438.370000,1
309,BotA,MomBot2,2438.370000,1
309,BotC,BotA,2442.370000,1
309,BotA,BotB,2442.370000,1
310,BotA,MomBot1,2438.300000,1
310,BotC,MomBot2,2438.300000,1
310,BotA,BotB,2442.300000,1
311,BotB,MomBot2,2440.010000,1
312,BotC,MomBot2,2439.610000,1
313,BotC,MomBot2,2441.570000,1
314,BotA,MomBot2,2441.630000,1
320,BotB,MomBot1,2443.340000,1
321,BotC,MomBot1,2437.010000,1
322,BotA,MomBot1,2438.580000,1
322,BotC,MomBot2,2438.580000,1
322,BotB,BotC,2442.580000,1
323,MomBot2,MomBot1,2440.860000,1
323,BotB,MomBot2,2440.860000,1
329,MomBot1,MomBot2,2445.000000,1
329,MomBot2,BotA,2445.630000,1
330,MomBot1,MomBot2,2445.660000,1
333,MomBot2,MomBot1,2444.410000,1
334,MomBot1,MomBot1,2444.430000,1
336,MomBot2,MomBot1,2442.790000,1
336,MomBot2,MomBot2,2442.790000,1
337,MomBot1,MomBot1,2440.180000,1
337,MomBot2,MomBot2,2440.180000,1
338,MomBot1,MomBot1,2439.830000,1
338,MomBot2,MomBot2,2439.830000,1
339,BotC,MomBot1,2438.580000,1
339,MomBot1,MomBot2,2438.580000,1
339,BotA,BotB,2442.580000,1
340,BotC,MomBot1,2436.410000,1
340,BotA,MomBot2,2436.410000,1
341,BotC,MomBot1,2438.460000,1
341,MomBot1,MomBot2,2438.460000,1
341,MomBot2,BotC,2442.460000,1
342,BotA,MomBot1,2437.560000,1
342,BotC,MomBot2,2437.560000,1
342,RSIBot1,BotA,2441.560000,1
343,MomBot2,MomBot1,2437.390000,1
343,BotC,MomBot2,2437.390000,1
344,BotA,MomBot1,2434.510000,1
344,BotA,MomBot2,2434.510000,1
344,MomBot2,BotB,2438.510000,1
345,MomBot1,MomBot1,2428.110000,1
345,BotA,MomBot2,2428.110000,1
346,MomBot1,MomBot1,2430.320000,1
346,MomBot2,MomBot2,2430.320000,1
346,MomBot1,BotA,2434.320000,1
346,MomBot2,BotB,2434.320000,1
347,MomBot1,MomBot1,2431.540000,1
347,BotB,MomBot2,2431.540000,1
347,BotC,BotA,2435.540000,1
348,MomBot1,MomBot2,2431.090000,1
